Time,Angle,PWM_Voltage
9.996,-34.9527947564968,3.92857337699811e-07
10.019,-34.9355176191366,5.03815620702194e-07
10.115,-34.9197394780734,4.4329792927593e-07
10.14,-34.9087863401981,6.94103242264685e-09
10.165,-34.9033560366788,-1.05465789511769e-06
10.19,-34.9013712626049,-2.9369906729611e-06
10.215,-34.9002999048196,-5.57717119031581e-06
10.24,-34.8989408759423,-8.32750472079352e-06
10.265,-34.8976307958349,-9.54696967874105e-06
10.29,-34.8976823984211,-6.26086597597161e-06
10.315,-34.9007282299071,5.79193963932507e-06
10.34,-34.9080825850306,3.12037068533991e-05
10.365,-34.9202427528318,7.2367183263956e-05
10.39,-34.9368928967291,0.000124782880876909
10.415,-34.9572453634232,0.000170196086820234
10.44,-34.9800616142858,0.000168962349682944
10.465,-35.003555983878,5.55341467582169e-05
10.49,-35.0260154381855,-0.000255541410691275
10.514,-35.0467562882202,-0.00084208248798709
10.539,-35.0660703795722,-0.00171254776596948
10.564,-35.0840876715664,-0.00270184568889291
10.589,-35.1000700624814,-0.00333237367212438
10.614,-35.1129584287708,-0.00268165736428325
10.639,-35.1221966287383,0.000647506190598108
10.664,-35.1279876194336,0.00828907720123084
10.689,-35.1313217316264,0.0215148149695212
10.714,-35.1337718834434,0.0405570480640982
10.739,-35.1368329956902,0.0644491701758273
10.764,-35.1414572523926,0.0916104761610861
10.789,-35.1481798124473,0.120544693100775
10.814,-35.1572260679523,0.149965521712451
10.839,-35.1680446748205,0.178712234211589
10.864,-35.1787307389432,0.206097470736211
10.889,-35.1864572630205,0.232354228667937
10.914,-35.1890474218573,0.258591465552102
10.939,-35.1862067993672,0.286342388635371
10.964,-35.1793129947606,0.317078775987706
10.989,-35.1704503500411,0.351849551210083
11.014,-35.1617113949725,0.390672618094826
11.109,-35.1549660533306,0.43181313826363
11.134,-35.1518821881301,0.472441696313746
11.159,-35.1539650913562,0.510402207632818
11.184,-35.162615899175,0.54472107906762
11.209,-35.1792910302307,0.57519297972747
11.234,-35.2055565909782,0.602684415625368
11.259,-35.2428642724659,0.628753637725748
11.284,-35.2925197976741,0.65404871509062
11.309,-35.3556788575591,0.67817204191338
11.334,-35.4320934489434,0.700677452300419
11.359,-35.5182759129125,0.721120881967635
11.384,-35.6070609763115,0.739517437537958
11.409,-35.6890872414674,0.756746860839105
11.434,-35.7556998120788,0.773193509340832
11.459,-35.8010095538888,0.788264158436634
11.484,-35.821830396598,0.801783476792129
11.509,-35.8184237307047,0.814173391659065
11.534,-35.7970532126119,0.825453495040393
11.559,-35.7712788083195,0.83553430016523
11.584,-35.7599776405608,0.844980394073978
11.609,-35.7816162691592,0.854483443991265
11.634,-35.8462050246261,0.864028095624736
11.658,-35.9496069481484,0.873025062392571
11.683,-36.0744380821417,0.881270104289663
11.708,-36.1973275122914,0.889568825091236
11.733,-36.2981838641617,0.898850822527029
11.758,-36.3658224246977,0.908998891071135
11.783,-36.3976871048865,0.919140305994242
11.808,-36.3969429849102,0.928634602885167
11.833,-36.3704905025868,0.93716022843032
11.858,-36.3276173961595,0.94413764954693
11.883,-36.2779477849794,0.949117644036037
11.908,-36.2289507688795,0.952387056933567
11.933,-36.1839999918692,0.954285668418609
11.958,-36.1421307346799,0.955117693731049
11.983,-36.0995382409256,0.956377387537194
12.008,-36.0506727862969,0.960470537936752
12.105,-35.989417766005,0.968692876325675
12.13,-35.9125484184373,0.980515182272428
12.155,-35.8222326520707,0.994527673567414
12.18,-35.7250783072505,1.00908066419831
